conversation_id,turn_no,speaker,utterance,P-Strategy,keyword1,keyword2,keyword3,keyword4,keyword5
2.0,14.0,Agent,That’s covered if you opt for the Engine & Gearbox Protection add-on. It’s recommended for newer vehicles.,Logical,covered,protection,recommended,,
2.0,15.0,User,Thanks! I’m interested in the HDFC ERGO plan.,Logical,interest,plan,,,
2.0,16.0,Agent,Perfect! I’ll prepare a detailed quote and guide you through the online purchase steps.,Logical,quote,purchase,guide,,
3.0,1.0,User,Can you suggest the best insurance plan for a 2023 Tata Punch?,Logical,insurance,plan,suggest,best,
3.0,2.0,Agent,Of course. ICICI Lombard offers comprehensive policies with additional benefits such as Roadside Assistance and Zero Depreciation.,Logical,policies,benefits,assistance,depreciation,
3.0,3.0,User,What does the comprehensive policy include and what's the premium?,Logical,policy,premium,include,,
3.0,4.0,Agent,"It includes own damage, third-party liability, theft, natural disasters, and more. The premium is approx $1084 per year, based on IDV.",Logical,damage,theft,disaster,premium,
3.0,5.0,User,Is there roadside assistance in the policy?,Logical,assistance,policy,roadside,,
3.0,6.0,Agent,"Yes, ICICI Lombard includes Roadside Assistance with services like towing, jump-start, flat tire help, and fuel delivery.",Logical,assistance,services,roadside,delivery,
3.0,7.0,User,Can I get add-ons like Zero Depreciation?,Logical,add-ons,depreciation,,,
3.0,8.0,Agent,"Yes, Zero Depreciation is a valuable add-on. It’ll cost an extra $101 yearly but maximizes your claim amount.",Logical,Depreciation,claim,cost,valuable,
3.0,9.0,User,Is the claim process easy?,Logical,process,easy,claim,,
3.0,10.0,Agent,ICICI Lombard has a hassle-free claim process with online tracking and a wide garage network for cashless repairs.,Logical,process,tracking,network,repairs,
3.0,11.0,User,I haven’t claimed before. Any benefit?,Logical,claimed,benefit,,,
3.0,12.0,Agent,"Yes, you qualify for a No Claim Bonus, which reduces your premium and can go up to 50%.",Logical,qualify,premium,bonus,reduce,
3.0,13.0,User,What about engine damage—does the policy cover that?,Logical,damage,policy,cover,,
3.0,14.0,Agent,That’s covered if you opt for the Engine & Gearbox Protection add-on. It’s recommended for newer vehicles.,Logical,covered,protection,recommended,,
3.0,15.0,User,Thanks! I’m interested in the ICICI Lombard plan.,Logical,interest,plan,,,
3.0,16.0,Agent,Perfect! I’ll prepare a detailed quote and guide you through the online purchase steps.,Logical,quote,purchase,guide,,
4.0,1.0,User,"Hi, I'm looking for car insurance for my 2024 Kia Sonet. Can you help me find a good policy?",Logical,insurance,policy,find,help,
4.0,2.0,Agent,"Yes, I recommend HDFC ERGO. They’re known for quick claim processing and robust coverage for vehicles like your Kia Sonet.",Logical,recommend,processing,coverage,vehicles,
4.0,3.0,User,What does the comprehensive policy include and what's the premium?,Logical,policy,premium,include,,
4.0,4.0,Agent,"It includes own damage, third-party liability, theft, natural disasters, and more. The premium is approx $1177 per year, based on IDV.",Logical,damage,theft,disaster,premium,
4.0,5.0,User,Is there roadside assistance in the policy?,Logical,assistance,policy,roadside,,
4.0,6.0,Agent,"Yes, HDFC ERGO includes Roadside Assistance with services like towing, jump-start, flat tire help, and fuel delivery.",Logical,assistance,services,delivery,help,
4.0,7.0,User,Can I get add-ons like Zero Depreciation?,Logical,add-ons,depreciation,,,
4.0,8.0,Agent,"Yes, Zero Depreciation is a valuable add-on. It’ll cost an extra $165 yearly but maximizes your claim amount.",Logical,Depreciation,claim,cost,valuable,
4.0,9.0,User,Is the claim process easy?,Logical,process,easy,claim,,
4.0,10.0,Agent,HDFC ERGO has a hassle-free claim process with online tracking and a wide garage network for cashless repairs.,Logical,process,tracking,network,repairs,
4.0,11.0,User,I haven’t claimed before. Any benefit?,Logical,claimed,benefit,,,
4.0,12.0,Agent,"Yes, you qualify for a No Claim Bonus, which reduces your premium and can go up to 50%.",Logical,qualify,premium,bonus,reduce,
4.0,13.0,User,What about engine damage—does the policy cover that?,Logical,damage,policy,cover,,
4.0,14.0,Agent,That’s covered if you opt for the Engine & Gearbox Protection add-on. It’s recommended for newer vehicles.,Logical,covered,protection,recommended,,
4.0,15.0,User,Thanks! I’m interested in the HDFC ERGO plan.,Logical,interest,plan,,,
4.0,16.0,Agent,Perfect! I’ll prepare a detailed quote and guide you through the online purchase steps.,Logical,quote,purchase,guide,,
5.0,1.0,User,I have a 2022 Tata Punch. What insurance would you recommend?,Logical,insurance,recommend,,,
5.0,2.0,Agent,"Absolutely. Bajaj Allianz provides excellent service with a comprehensive plan for your Tata Punch. It covers own damage, third-party liability, and natural calamities.",Logical,service,plan,coverage,liability,
5.0,3.0,User,What does the comprehensive policy include and what's the premium?,Logical,policy,premium,include,,
5.0,4.0,Agent,"It includes own damage, third-party liability, theft, natural disasters, and more. The premium is approx $808 per year, based on IDV.",Logical,damage,theft,disaster,premium,
5.0,5.0,User,Is there roadside assistance in the policy?,Logical,assistance,policy,roadside,,
5.0,6.0,Agent,"Yes, Bajaj Allianz includes Roadside Assistance with services like towing, jump-start, flat tire help, and fuel delivery.",Logical,assistance,services,delivery,help,
5.0,7.0,User,Can I get add-ons like Zero Depreciation?,Logical,add-ons,depreciation,,,
5.0,8.0,Agent,"Yes, Zero Depreciation is a valuable add-on. It’ll cost an extra $119 yearly but maximizes your claim amount.",Logical,Depreciation,claim,cost,valuable,
5.0,9.0,User,Is the claim process easy?,Logical,process,easy,claim,,
5.0,10.0,Agent,Bajaj Allianz has a hassle-free claim process with online tracking and a wide garage network for cashless repairs.,Logical,claim,process,network,repairs,
5.0,11.0,User,I haven’t claimed before. Any benefit?,Logical,claimed,benefit,,,
5.0,12.0,Agent,"Yes, you qualify for a No Claim Bonus, which reduces your premium and can go up to 50%.",Logical,qualify,premium,bonus,reduce,
5.0,13.0,User,What about engine damage—does the policy cover that?,Logical,damage,policy,cover,,
5.0,14.0,Agent,That’s covered if you opt for the Engine & Gearbox Protection add-on. It’s recommended for newer vehicles.,Logical,covered,protection,recommended,,
5.0,15.0,User,Thanks! I’m interested in the Bajaj Allianz plan.,Logical,interest,plan,,,
5.0,16.0,Agent,Perfect! I’ll prepare a detailed quote and guide you through the online purchase steps.,Logical,quote,purchase,guide,,
6.0,1.0,User,Can you suggest the best insurance plan for a 2023 Hyundai i20?,Logical,insurance,plan,suggest,best,
6.0,2.0,Agent,"Absolutely. HDFC ERGO provides excellent service with a comprehensive plan for your Hyundai i20. It covers own damage, third-party liability, and natural calamities.",Logical,service,plan,coverage,liability,
6.0,3.0,User,What does the comprehensive policy include and what's the premium?,Logical,policy,premium,include,,
6.0,4.0,Agent,"It includes own damage, third-party liability, theft, natural disasters, and more. The premium is approx $822 per year, based on IDV.",Logical,damage,theft,disaster,premium,
6.0,5.0,User,Is there roadside assistance in the policy?,Logical,assistance,policy,roadside,,
6.0,6.0,Agent,"Yes, HDFC ERGO includes Roadside Assistance with services like towing, jump-start, flat tire help, and fuel delivery.",Logical,assistance,services,delivery,help,
6.0,7.0,User,Can I get add-ons like Zero Depreciation?,Logical,add-ons,depreciation,,,
6.0,8.0,Agent,"Yes, Zero Depreciation is a valuable add-on. It’ll cost an extra $120 yearly but maximizes your claim amount.",Logical,Depreciation,claim,cost,valuable,
6.0,9.0,User,Is the claim process easy?,Logical,process,easy,claim,,
6.0,10.0,Agent,HDFC ERGO has a hassle-free claim process with online tracking and a wide garage network for cashless repairs.,Logical,process,tracking,network,repairs,
6.0,11.0,User,I haven’t claimed before. Any benefit?,Logical,claimed,benefit,,,
6.0,12.0,Agent,"Yes, you qualify for a No Claim Bonus, which reduces your premium and can go up to 50%.",Logical,qualify,premium,bonus,reduce,
6.0,13.0,User,What about engine damage—does the policy cover that?,Logical,damage,policy,cover,,
6.0,14.0,Agent,That’s covered if you opt for the Engine & Gearbox Protection add-on. It’s recommended for newer vehicles.,Logical,covered,protection,recommended,,
6.0,15.0,User,Thanks! I’m interested in the HDFC ERGO plan.,Logical,interest,plan,,,
6.0,16.0,Agent,Perfect! I’ll prepare a detailed quote and guide you through the online purchase steps.,Logical,quote,purchase,guide,,
7.0,1.0,User,I want to insure my Kia Sonet (2024). Please guide me through the process.,Logical,insure,process,guide,,
7.0,2.0,Agent,Of course. ICICI Lombard offers comprehensive policies with additional benefits such as Roadside Assistance and Zero Depreciation.,Logical,policies,benefits,assistance,depreciation,
7.0,3.0,User,What does the comprehensive policy include and what's the premium?,Logical,policy,premium,include,,
7.0,4.0,Agent,"It includes own damage, third-party liability, theft, natural disasters, and more. The premium is approx $959 per year, based on IDV.",Logical,damage,theft,disaster,premium,
7.0,5.0,User,Is there roadside assistance in the policy?,Logical,assistance,policy,roadside,,
7.0,6.0,Agent,"Yes, ICICI Lombard includes Roadside Assistance with services like towing, jump-start, flat tire help, and fuel delivery.",Logical,assistance,services,roadside,delivery,
7.0,7.0,User,Can I get add-ons like Zero Depreciation?,Logical,add-ons,depreciation,,,
7.0,8.0,Agent,"Yes, Zero Depreciation is a valuable add-on. It’ll cost an extra $197 yearly but maximizes your claim amount.",Logical,Depreciation,claim,cost,valuable,
7.0,9.0,User,Is the claim process easy?,Logical,process,easy,claim,,
7.0,10.0,Agent,ICICI Lombard has a hassle-free claim process with online tracking and a wide garage network for cashless repairs.,Logical,process,tracking,network,repairs,
7.0,11.0,User,I haven’t claimed before. Any benefit?,Logical,claimed,benefit,,,
7.0,12.0,Agent,"Yes, you qualify for a No Claim Bonus, which reduces your premium and can go up to 50%.",Logical,qualify,premium,bonus,reduce,
7.0,13.0,User,What about engine damage—does the policy cover that?,Logical,damage,policy,cover,,
7.0,14.0,Agent,That’s covered if you opt for the Engine & Gearbox Protection add-on. It’s recommended for newer vehicles.,Logical,covered,protection,recommended,,
7.0,15.0,User,Thanks! I’m interested in the ICICI Lombard plan.,Logical,interest,plan,,,
7.0,16.0,Agent,Perfect! I’ll prepare a detailed quote and guide you through the online purchase steps.,Logical,quote,purchase,guide,,
8.0,1.0,User,I have a 2024 Kia Sonet. What insurance would you recommend?,Logical,insurance,recommend,,,
8.0,2.0,Agent,"Definitely! For your Kia Sonet, Tata AIG offers great plans that include full coverage and extras like engine protection.",Logical,coverage,plans,protection,,
8.0,3.0,User,What does the comprehensive policy include and what's the premium?,Logical,policy,premium,include,,
8.0,4.0,Agent,"It includes own damage, third-party liability, theft, natural disasters, and more. The premium is approx $1108 per year, based on IDV.",Logical,damage,theft,disaster,premium,
8.0,5.0,User,Is there roadside assistance in the policy?,Logical,assistance,policy,roadside,,
8.0,6.0,Agent,"Yes, Tata AIG includes Roadside Assistance with services like towing, jump-start, flat tire help, and fuel delivery.",Logical,assistance,services,roadside,delivery,
8.0,7.0,User,Can I get add-ons like Zero Depreciation?,Logical,add-ons,depreciation,,,
8.0,8.0,Agent,"Yes, Zero Depreciation is a valuable add-on. It’ll cost an extra $156 yearly but maximizes your claim amount.",Logical,Depreciation,claim,cost,valuable,
8.0,9.0,User,Is the claim process easy?,Logical,process,easy,claim,,
8.0,10.0,Agent,Tata AIG has a hassle-free claim process with online tracking and a wide garage network for cashless repairs.,Logical,claim,process,tracking,repairs,
8.0,11.0,User,I haven’t claimed before. Any benefit?,Logical,claimed,benefit,,,
8.0,12.0,Agent,"Yes, you qualify for a No Claim Bonus, which reduces your premium and can go up to 50%.",Logical,qualify,premium,bonus,reduce,
8.0,13.0,User,What about engine damage—does the policy cover that?,Logical,damage,policy,cover,,
8.0,14.0,Agent,That’s covered if you opt for the Engine & Gearbox Protection add-on. It’s recommended for newer vehicles.,Logical,covered,protection,recommended,,
8.0,15.0,User,Thanks! I’m interested in the Tata AIG plan.,Logical,interest,plan,,,
8.0,16.0,Agent,Perfect! I’ll prepare a detailed quote and guide you through the online purchase steps.,Logical,quote,purchase,guide,,
9.0,1.0,User,I want to insure my Kia Sonet (2023). Please guide me through the process.,Logical,insure,process,guide,,
9.0,2.0,Agent,Of course. HDFC ERGO offers comprehensive policies with additional benefits such as Roadside Assistance and Zero Depreciation.,Logical,policies,benefits,assistance,depreciation,
9.0,3.0,User,What does the comprehensive policy include and what's the premium?,Logical,policy,premium,include,,
9.0,4.0,Agent,"It includes own damage, third-party liability, theft, natural disasters, and more. The premium is approx $1145 per year, based on IDV.",Logical,damage,theft,disaster,premium,
9.0,5.0,User,Is there roadside assistance in the policy?,Logical,assistance,policy,roadside,,
9.0,6.0,Agent,"Yes, HDFC ERGO includes Roadside Assistance with services like towing, jump-start, flat tire help, and fuel delivery.",Logical,assistance,services,delivery,help,
9.0,7.0,User,Can I get add-ons like Zero Depreciation?,Logical,add-ons,depreciation,,,
9.0,8.0,Agent,"Yes, Zero Depreciation is a valuable add-on. It’ll cost an extra $156 yearly but maximizes your claim amount.",Logical,Depreciation,claim,cost,valuable,
9.0,9.0,User,Is the claim process easy?,Logical,process,easy,claim,,
9.0,10.0,Agent,HDFC ERGO has a hassle-free claim process with online tracking and a wide garage network for cashless repairs.,Logical,process,tracking,network,repairs,
9.0,11.0,User,I haven’t claimed before. Any benefit?,Logical,claimed,benefit,,,
9.0,12.0,Agent,"Yes, you qualify for a No Claim Bonus, which reduces your premium and can go up to 50%.",Logical,qualify,premium,bonus,reduce,
9.0,13.0,User,What about engine damage—does the policy cover that?,Logical,damage,policy,cover,,
9.0,14.0,Agent,That’s covered if you opt for the Engine & Gearbox Protection add-on. It’s recommended for newer vehicles.,Logical,covered,protection,recommended,,
9.0,15.0,User,Thanks! I’m interested in the HDFC ERGO plan.,Logical,interest,plan,,,
9.0,16.0,Agent,Perfect! I’ll prepare a detailed quote and guide you through the online purchase steps.,Logical,quote,purchase,guide,,
10.0,1.0,User,I want to insure my Kia Sonet (2021). Please guide me through the process.,Logical,insure,process,guide,,
10.0,2.0,Agent,"Absolutely. Tata AIG provides excellent service with a comprehensive plan for your Kia Sonet. It covers own damage, third-party liability, and natural calamities.",Logical,service,plan,coverage,liability,
10.0,3.0,User,What does the comprehensive policy include and what's the premium?,Logical,policy,premium,include,,
10.0,4.0,Agent,"It includes own damage, third-party liability, theft, natural disasters, and more. The premium is approx $923 per year, based on IDV.",Logical,damage,theft,disaster,premium,
10.0,5.0,User,Is there roadside assistance in the policy?,Logical,assistance,policy,roadside,,
10.0,6.0,Agent,"Yes, Tata AIG includes Roadside Assistance with services like towing, jump-start, flat tire help, and fuel delivery.",Logical,assistance,services,roadside,delivery,
10.0,7.0,User,Can I get add-ons like Zero Depreciation?,Logical,add-ons,depreciation,,,
10.0,8.0,Agent,"Yes, Zero Depreciation is a valuable add-on. It’ll cost an extra $184 yearly but maximizes your claim amount.",Logical,Depreciation,claim,cost,valuable,
10.0,9.0,User,Is the claim process easy?,Logical,process,easy,claim,,
10.0,10.0,Agent,Tata AIG has a hassle-free claim process with online tracking and a wide garage network for cashless repairs.,Logical,claim,process,tracking,repairs,
10.0,11.0,User,I haven’t claimed before. Any benefit?,Logical,claimed,benefit,,,
10.0,12.0,Agent,"Yes, you qualify for a No Claim Bonus, which reduces your premium and can go up to 50%.",Logical,qualify,premium,bonus,reduce,
10.0,13.0,User,What about engine damage—does the policy cover that?,Logical,damage,policy,cover,,
10.0,14.0,Agent,That’s covered if you opt for the Engine & Gearbox Protection add-on. It’s recommended for newer vehicles.,Logical,covered,protection,recommended,,
10.0,15.0,User,Thanks! I’m interested in the Tata AIG plan.,Logical,interest,plan,,,
10.0,16.0,Agent,Perfect! I’ll prepare a detailed quote and guide you through the online purchase steps.,Logical,quote,purchase,guide,,
11.0,1.0,User,I need insurance for my 2021 Tata Punch. What are my options?,Logical,insurance,options,,,
11.0,2.0,Agent,"Definitely! For your Tata Punch, Tata AIG offers great plans that include full coverage and extras like engine protection.",Logical,coverage,plans,protection,,
11.0,3.0,User,What does the comprehensive policy include and what's the premium?,Logical,policy,premium,include,,
11.0,4.0,Agent,"It includes own damage, third-party liability, theft, natural disasters, and more. The premium is approx $1028 per year, based on IDV.",Logical,damage,theft,disaster,premium,
11.0,5.0,User,Is there roadside assistance in the policy?,Logical,assistance,policy,roadside,,
11.0,6.0,Agent,"Yes, Tata AIG includes Roadside Assistance with services like towing, jump-start, flat tire help, and fuel delivery.",Logical,assistance,services,roadside,delivery,
11.0,7.0,User,Can I get add-ons like Zero Depreciation?,Logical,add-ons,depreciation,,,
11.0,8.0,Agent,"Yes, Zero Depreciation is a valuable add-on. It’ll cost an extra $129 yearly but maximizes your claim amount.",Logical,Depreciation,claim,cost,valuable,
11.0,9.0,User,Is the claim process easy?,Logical,process,easy,claim,,
11.0,10.0,Agent,Tata AIG has a hassle-free claim process with online tracking and a wide garage network for cashless repairs.,Logical,claim,process,tracking,repairs,
11.0,11.0,User,I haven’t claimed before. Any benefit?,Logical,claimed,benefit,,,
11.0,12.0,Agent,"Yes, you qualify for a No Claim Bonus, which reduces your premium and can go up to 50%.",Logical,qualify,premium,bonus,reduce,
11.0,13.0,User,What about engine damage—does the policy cover that?,Logical,damage,policy,cover,,
11.0,14.0,Agent,That’s covered if you opt for the Engine & Gearbox Protection add-on. It’s recommended for newer vehicles.,Logical,covered,protection,recommended,,
11.0,15.0,User,Thanks! I’m interested in the Tata AIG plan.,Logical,interest,plan,,,
11.0,16.0,Agent,Perfect! I’ll prepare a detailed quote and guide you through the online purchase steps.,Logical,quote,purchase,guide,,
12.0,1.0,User,I have a 2022 Kia Sonet. What insurance would you recommend?,Logical,insurance,recommend,,,
12.0,2.0,Agent,"Definitely! For your Kia Sonet, HDFC ERGO offers great plans that include full coverage and extras like engine protection.",Logical,coverage,plans,protection,,
12.0,3.0,User,What does the comprehensive policy include and what's the premium?,Logical,policy,premium,include,,
12.0,4.0,Agent,"It includes own damage, third-party liability, theft, natural disasters, and more. The premium is approx $1132 per year, based on IDV.",Logical,damage,theft,disaster,premium,
12.0,5.0,User,Is there roadside assistance in the policy?,Logical,assistance,policy,roadside,,
12.0,6.0,Agent,"Yes, HDFC ERGO includes Roadside Assistance with services like towing, jump-start, flat tire help, and fuel delivery.",Logical,assistance,services,delivery,help,
12.0,7.0,User,Can I get add-ons like Zero Depreciation?,Logical,add-ons,depreciation,,,
12.0,8.0,Agent,"Yes, Zero Depreciation is a valuable add-on. It’ll cost an extra $109 yearly but maximizes your claim amount.",Logical,Depreciation,claim,cost,valuable,
12.0,9.0,User,Is the claim process easy?,Logical,process,easy,claim,,
12.0,10.0,Agent,HDFC ERGO has a hassle-free claim process with online tracking and a wide garage network for cashless repairs.,Logical,process,tracking,network,repairs,
12.0,11.0,User,I haven’t claimed before. Any benefit?,Logical,claimed,benefit,,,
12.0,12.0,Agent,"Yes, you qualify for a No Claim Bonus, which reduces your premium and can go up to 50%.",Logical,qualify,premium,bonus,reduce,
12.0,13.0,User,What about engine damage—does the policy cover that?,Logical,damage,policy,cover,,
12.0,14.0,Agent,That’s covered if you opt for the Engine & Gearbox Protection add-on. It’s recommended for newer vehicles.,Logical,covered,protection,recommended,,
12.0,15.0,User,Thanks! I’m interested in the HDFC ERGO plan.,Logical,interest,plan,,,
12.0,16.0,Agent,Perfect! I’ll prepare a detailed quote and guide you through the online purchase steps.,Logical,quote,purchase,guide,,
13.0,1.0,User,I need insurance for my 2021 Kia Sonet. What are my options?,Logical,insurance,options,,,
13.0,2.0,Agent,"Sure! Kia Sonet is a great choice. I suggest going with HDFC ERGO for reliable coverage. They offer full protection, including accident and theft.",Logical,coverage,protection,choice,reliable,
13.0,3.0,User,What does the comprehensive policy include and what's the premium?,Logical,policy,premium,include,,
13.0,4.0,Agent,"It includes own damage, third-party liability, theft, natural disasters, and more. The premium is approx $864 per year, based on IDV.",Logical,damage,theft,disaster,premium,
13.0,5.0,User,Is there roadside assistance in the policy?,Logical,assistance,policy,roadside,,
13.0,6.0,Agent,"Yes, HDFC ERGO includes Roadside Assistance with services like towing, jump-start, flat tire help, and fuel delivery.",Logical,assistance,services,delivery,help,
13.0,7.0,User,Can I get add-ons like Zero Depreciation?,Logical,add-ons,depreciation,,,
13.0,8.0,Agent,"Yes, Zero Depreciation is a valuable add-on. It’ll cost an extra $199 yearly but maximizes your claim amount.",Logical,Depreciation,claim,cost,valuable,
13.0,9.0,User,Is the claim process easy?,Logical,process,easy,claim,,
13.0,10.0,Agent,HDFC ERGO has a hassle-free claim process with online tracking and a wide garage network for cashless repairs.,Logical,process,tracking,network,repairs,
13.0,11.0,User,I haven’t claimed before. Any benefit?,Logical,claimed,benefit,,,
13.0,12.0,Agent,"Yes, you qualify for a No Claim Bonus, which reduces your premium and can go up to 50%.",Logical,qualify,premium,bonus,reduce,
13.0,13.0,User,What about engine damage—does the policy cover that?,Logical,damage,policy,cover,,
13.0,14.0,Agent,That’s covered if you opt for the Engine & Gearbox Protection add-on. It’s recommended for newer vehicles.,Logical,covered,protection,recommended,,
13.0,15.0,User,Thanks! I’m interested in the HDFC ERGO plan.,Logical,interest,plan,,,
13.0,16.0,Agent,Perfect! I’ll prepare a detailed quote and guide you through the online purchase steps.,Logical,quote,purchase,guide,,
14.0,1.0,User,I want to insure my Kia Sonet (2020). Please guide me through the process.,Logical,insure,process,guide,,
14.0,2.0,Agent,"Absolutely. Reliance General provides excellent service with a comprehensive plan for your Kia Sonet. It covers own damage, third-party liability, and natural calamities.",Logical,service,plan,coverage,liability,
14.0,3.0,User,What does the comprehensive policy include and what's the premium?,Logical,policy,premium,include,,
14.0,4.0,Agent,"It includes own damage, third-party liability, theft, natural disasters, and more. The premium is approx $948 per year, based on IDV.",Logical,damage,theft,disaster,premium,
14.0,5.0,User,Is there roadside assistance in the policy?,Logical,assistance,policy,roadside,,
14.0,6.0,Agent,"Yes, Reliance General includes Roadside Assistance with services like towing, jump-start, flat tire help, and fuel delivery.",Logical,assistance,services,delivery,help,
14.0,7.0,User,Can I get add-ons like Zero Depreciation?,Logical,add-ons,depreciation,,,
14.0,8.0,Agent,"Yes, Zero Depreciation is a valuable add-on. It’ll cost an extra $104 yearly but maximizes your claim amount.",Logical,Depreciation,claim,cost,valuable,
14.0,9.0,User,Is the claim process easy?,Logical,process,easy,claim,,
14.0,10.0,Agent,Reliance General has a hassle-free claim process with online tracking and a wide garage network for cashless repairs.,Logical,claim,process,tracking,repairs,
14.0,11.0,User,I haven’t claimed before. Any benefit?,Logical,claimed,benefit,,,
14.0,12.0,Agent,"Yes, you qualify for a No Claim Bonus, which reduces your premium and can go up to 50%.",Logical,qualify,premium,bonus,reduce,
14.0,13.0,User,What about engine damage—does the policy cover that?,Logical,damage,policy,cover,,
14.0,14.0,Agent,That’s covered if you opt for the Engine & Gearbox Protection add-on. It’s recommended for newer vehicles.,Logical,covered,protection,recommended,,
14.0,15.0,User,Thanks! I’m interested in the Reliance General plan.,Logical,interest,plan,,,
14.0,16.0,Agent,Perfect! I’ll prepare a detailed quote and guide you through the online purchase steps.,Logical,quote,purchase,guide,,
15.0,1.0,User,Can you suggest the best insurance plan for a 2024 Honda Amaze?,Logical,insurance,plan,suggest,best,
15.0,2.0,Agent,"Definitely! For your Honda Amaze, Tata AIG offers great plans that include full coverage and extras like engine protection.",Logical,coverage,plans,protection,,
15.0,3.0,User,What does the comprehensive policy include and what's the premium?,Logical,policy,premium,include,,
15.0,4.0,Agent,"It includes own damage, third-party liability, theft, natural disasters, and more. The premium is approx $1078 per year, based on IDV.",Logical,damage,theft,disaster,premium,
15.0,5.0,User,Is there roadside assistance in the policy?,Logical,assistance,policy,roadside,,
15.0,6.0,Agent,"Yes, Tata AIG includes Roadside Assistance with services like towing, jump-start, flat tire help, and fuel delivery.",Logical,assistance,services,roadside,delivery,
15.0,7.0,User,Can I get add-ons like Zero Depreciation?,Logical,add-ons,depreciation,,,
15.0,8.0,Agent,"Yes, Zero Depreciation is a valuable add-on. It’ll cost an extra $169 yearly but maximizes your claim amount.",Logical,Depreciation,claim,cost,valuable,
15.0,9.0,User,Is the claim process easy?,Logical,process,easy,claim,,
15.0,10.0,Agent,Tata AIG has a hassle-free claim process with online tracking and a wide garage network for cashless repairs.,Logical,claim,process,tracking,repairs,
15.0,11.0,User,I haven’t claimed before. Any benefit?,Logical,claimed,benefit,,,
15.0,12.0,Agent,"Yes, you qualify for a No Claim Bonus, which reduces your premium and can go up to 50%.",Logical,qualify,premium,bonus,reduce,
15.0,13.0,User,What about engine damage—does the policy cover that?,Logical,damage,policy,cover,,
15.0,14.0,Agent,That’s covered if you opt for the Engine & Gearbox Protection add-on. It’s recommended for newer vehicles.,Logical,covered,protection,recommended,,
15.0,15.0,User,Thanks! I’m interested in the Tata AIG plan.,Logical,interest,plan,,,
